scenario,building,timestep,net_kw,nsl_kw,c3_violated
MAX DISCHARGE (-1),0,6565,0.0,0.47053334,0
MAX DISCHARGE (-1),0,6566,0.0,0.66763335,0
MAX DISCHARGE (-1),0,6567,0.0,0.5389,0
MAX DISCHARGE (-1),0,6568,0.0,0.5179,0
MAX DISCHARGE (-1),0,6569,0.0,2.5541167,0
MAX DISCHARGE (-1),0,6570,0.0,2.3555334,0
MAX DISCHARGE (-1),0,6571,0.0,0.65465,0
MAX DISCHARGE (-1),0,6572,0.0,0.46981665,0
MAX DISCHARGE (-1),0,6573,0.0,2.05765,0
MAX DISCHARGE (-1),0,6574,0.0,1.5644166,0
MAX DISCHARGE (-1),0,6575,0.0,1.1917334,0
MAX DISCHARGE (-1),0,6576,0.0,0.6533333,0
MAX DISCHARGE (-1),0,6577,0.0,0.5577,0
MAX DISCHARGE (-1),0,6578,0.0,0.59716666,0
MAX DISCHARGE (-1),0,6579,0.0,0.69173336,0
MAX DISCHARGE (-1),0,6580,0.0,0.703625,0
MAX DISCHARGE (-1),0,6581,0.0,0.7847667,0
MAX DISCHARGE (-1),0,6582,0.0,0.3771,0
MAX DISCHARGE (-1),0,6583,0.0,0.42663333,0
MAX DISCHARGE (-1),0,6584,0.0,0.37956667,0
MAX DISCHARGE (-1),0,6585,0.0,1.98385,0
MAX DISCHARGE (-1),0,6586,0.0,2.064,0
MAX DISCHARGE (-1),0,6587,0.0,2.5594,0
MAX DISCHARGE (-1),0,6588,0.0,0.75088334,0
MAX DISCHARGE (-1),0,6589,0.0,0.35225,0
MAX DISCHARGE (-1),0,6590,0.0,0.35113335,0
MAX DISCHARGE (-1),0,6591,0.0,2.4251666,0
MAX DISCHARGE (-1),0,6592,0.0,4.1534,0
MAX DISCHARGE (-1),0,6593,0.0,4.616317,0
MAX DISCHARGE (-1),0,6594,0.0,7.9874835,0
MAX DISCHARGE (-1),0,6595,0.0,1.1342001,0
MAX DISCHARGE (-1),0,6596,0.0,0.6089333,0
MAX DISCHARGE (-1),0,6597,0.0,0.47466666,0
MAX DISCHARGE (-1),0,6598,0.0,0.50655,0
MAX DISCHARGE (-1),0,6599,0.0,1.397375,0
MAX DISCHARGE (-1),0,6600,0.0,2.2684,0
MAX DISCHARGE (-1),0,6601,0.0,3.0588167,0
MAX DISCHARGE (-1),0,6602,0.0,1.32985,0
MAX DISCHARGE (-1),0,6603,0.0,1.35495,0
MAX DISCHARGE (-1),0,6604,0.0,0.99126667,0
MAX DISCHARGE (-1),0,6605,0.0,0.6964667,0
MAX DISCHARGE (-1),0,6606,0.0,0.47171667,0
MAX DISCHARGE (-1),0,6607,0.0,0.66265,0
MAX DISCHARGE (-1),0,6608,0.0,0.75706667,0
MAX DISCHARGE (-1),0,6609,0.0,1.88425,0
MAX DISCHARGE (-1),0,6610,0.0,2.4053833,0
MAX DISCHARGE (-1),0,6611,0.0,2.4809167,0
MAX DISCHARGE (-1),0,6612,0.0,0.46083334,0
MAX DISCHARGE (-1),0,6613,0.0,0.37891668,0
MAX DISCHARGE (-1),0,6614,0.0,1.3230166,0
MAX DISCHARGE (-1),0,6615,0.0,1.29415,0
MAX DISCHARGE (-1),0,6616,0.0,1.5407333,0
MAX DISCHARGE (-1),0,6617,0.0,1.5409334,0
MAX DISCHARGE (-1),0,6618,0.0,1.16115,0
MAX DISCHARGE (-1),0,6619,0.0,0.46236667,0
MAX DISCHARGE (-1),0,6620,0.0,0.46350002,0
MAX DISCHARGE (-1),0,6621,0.0,0.30606666,0
MAX DISCHARGE (-1),0,6622,0.0,0.30925,0
MAX DISCHARGE (-1),0,6623,0.0,0.62406665,0
MAX DISCHARGE (-1),0,6624,0.0,0.5072333,0
MAX DISCHARGE (-1),0,6625,0.0,0.52166665,0
MAX DISCHARGE (-1),0,6626,0.0,0.47503334,0
MAX DISCHARGE (-1),0,6627,0.0,0.5322,0
MAX DISCHARGE (-1),0,6628,0.0,0.50005,0
MAX DISCHARGE (-1),0,6629,0.0,0.70428336,0
MAX DISCHARGE (-1),0,6630,0.0,0.57451665,0
MAX DISCHARGE (-1),0,6631,0.0,0.6317,0
MAX DISCHARGE (-1),0,6632,0.0,0.95485,0
MAX DISCHARGE (-1),0,6633,0.0,2.33395,0
MAX DISCHARGE (-1),0,6634,0.0,2.3892834,0
MAX DISCHARGE (-1),0,6635,0.0,2.6305332,0
MAX DISCHARGE (-1),0,6636,0.0,0.6463,0
MAX DISCHARGE (-1),0,6637,0.0,0.47701666,0
MAX DISCHARGE (-1),0,6638,0.0,0.47708333,0
MAX DISCHARGE (-1),0,6639,0.0,0.5577,0
MAX DISCHARGE (-1),0,6640,0.0,0.6304333,0
MAX DISCHARGE (-1),0,6641,0.0,1.4437667,0
MAX DISCHARGE (-1),0,6642,0.0,5.8225665,0
MAX DISCHARGE (-1),0,6643,0.0,1.319,0
MAX DISCHARGE (-1),0,6644,0.0,0.44263333,0
MAX DISCHARGE (-1),0,6645,0.0,0.404,0
MAX DISCHARGE (-1),0,6646,0.0,0.46323332,0
MAX DISCHARGE (-1),0,6647,0.0,0.483225,0
MAX DISCHARGE (-1),0,6648,0.0,0.38605,0
MAX DISCHARGE (-1),0,6649,0.0,2.8313167,0
MAX DISCHARGE (-1),0,6650,0.0,2.5473332,0
MAX DISCHARGE (-1),0,6651,0.0,1.9196666,0
MAX DISCHARGE (-1),0,6652,0.0,1.24175,0
MAX DISCHARGE (-1),0,6653,0.0,0.78216666,0
MAX DISCHARGE (-1),0,6654,0.0,0.44391668,0
MAX DISCHARGE (-1),0,6655,0.0,0.43691668,0
MAX DISCHARGE (-1),0,6656,0.0,0.37916666,0
MAX DISCHARGE (-1),0,6657,0.0,2.0624833,0
MAX DISCHARGE (-1),0,6658,0.0,2.2804334,0
MAX DISCHARGE (-1),0,6659,0.0,2.3895667,0
MAX DISCHARGE (-1),0,6660,0.0,0.55195,0
MAX DISCHARGE (-1),0,6661,0.0,0.7353333,0
MAX DISCHARGE (-1),0,6662,0.0,0.67361665,0
MAX DISCHARGE (-1),0,6663,0.0,0.6903,0
MAX DISCHARGE (-1),0,6664,0.0,0.9052333,0
MAX DISCHARGE (-1),0,6665,0.0,1.2286834,0
MAX DISCHARGE (-1),0,6666,0.0,1.6559,0
MAX DISCHARGE (-1),0,6667,0.0,0.6584167,0
MAX DISCHARGE (-1),0,6668,0.0,0.5974333,0
MAX DISCHARGE (-1),0,6669,0.0,1.1529666,0
MAX DISCHARGE (-1),0,6670,0.0,1.1701334,0
MAX DISCHARGE (-1),0,6671,0.0,1.0125166,0
MAX DISCHARGE (-1),0,6672,0.0,0.76136667,0
MAX DISCHARGE (-1),0,6673,0.0,0.78526664,0
MAX DISCHARGE (-1),0,6674,0.0,0.7427833,0
MAX DISCHARGE (-1),0,6675,0.0,0.75696665,0
MAX DISCHARGE (-1),0,6676,0.0,1.1262833,0
MAX DISCHARGE (-1),0,6677,0.0,0.7730333,0
MAX DISCHARGE (-1),0,6678,0.0,0.508,0
MAX DISCHARGE (-1),0,6679,0.0,0.3986,0
MAX DISCHARGE (-1),0,6680,0.0,0.406,0
MAX DISCHARGE (-1),0,6681,0.0,0.43971667,0
MAX DISCHARGE (-1),0,6682,0.0,0.9471167,0
MAX DISCHARGE (-1),0,6683,0.0,1.4613,0
MAX DISCHARGE (-1),0,6684,0.0,1.1492167,0
MAX DISCHARGE (-1),0,6685,0.0,1.5102167,0
MAX DISCHARGE (-1),0,6686,0.0,1.3459,0
MAX DISCHARGE (-1),0,6687,0.0,0.98048335,0
MAX DISCHARGE (-1),0,6688,0.0,1.0764,0
MAX DISCHARGE (-1),0,6689,0.0,0.85478336,0
MAX DISCHARGE (-1),0,6690,0.0,0.8031167,0
MAX DISCHARGE (-1),0,6691,0.0,0.82706666,0
MAX DISCHARGE (-1),0,6692,0.0,0.68586665,0
MAX DISCHARGE (-1),0,6693,0.0,0.63531667,0
MAX DISCHARGE (-1),0,6694,0.0,0.58571666,0
MAX DISCHARGE (-1),0,6695,0.0,0.64514166,0
MAX DISCHARGE (-1),0,6696,0.0,0.5701,0
MAX DISCHARGE (-1),0,6697,0.0,0.6122,0
MAX DISCHARGE (-1),0,6698,0.0,0.61635,0
MAX DISCHARGE (-1),0,6699,0.0,0.5384222,0
MAX DISCHARGE (-1),0,6700,0.0,0.63701665,0
MAX DISCHARGE (-1),0,6701,0.0,0.61405,0
MAX DISCHARGE (-1),0,6702,0.0,0.55263335,0
MAX DISCHARGE (-1),0,6703,0.0,0.86661667,0
MAX DISCHARGE (-1),0,6704,0.0,2.5758834,0
MAX DISCHARGE (-1),0,6705,0.0,2.15155,0
MAX DISCHARGE (-1),0,6706,0.0,2.7266333,0
MAX DISCHARGE (-1),0,6707,0.0,1.4032333,0
MAX DISCHARGE (-1),0,6708,0.0,2.5422168,0
MAX DISCHARGE (-1),0,6709,0.0,4.5896,0
MAX DISCHARGE (-1),0,6710,0.0,1.41045,0
MAX DISCHARGE (-1),0,6711,0.0,1.3335333,0
MAX DISCHARGE (-1),0,6712,0.0,1.2578666,0
MAX DISCHARGE (-1),0,6713,0.0,1.9747666,0
MAX DISCHARGE (-1),0,6714,0.0,4.0576,0
MAX DISCHARGE (-1),0,6715,0.0,2.9959,0
MAX DISCHARGE (-1),0,6716,0.0,1.3007,0
MAX DISCHARGE (-1),0,6717,0.0,1.2689167,0
MAX DISCHARGE (-1),0,6718,0.0,1.3226334,0
MAX DISCHARGE (-1),0,6719,0.0,1.1935166,0
MAX DISCHARGE (-1),0,6720,0.0,1.23625,0
MAX DISCHARGE (-1),0,6721,0.0,1.51,0
MAX DISCHARGE (-1),0,6722,0.0,1.2443334,0
MAX DISCHARGE (-1),0,6723,0.0,1.5695,0
MAX DISCHARGE (-1),0,6724,0.0,1.35465,0
MAX DISCHARGE (-1),0,6725,0.0,0.7628667,0
MAX DISCHARGE (-1),0,6726,0.0,0.37008333,0
MAX DISCHARGE (-1),0,6727,0.0,0.33916667,0
MAX DISCHARGE (-1),0,6728,0.0,0.41421667,0
MAX DISCHARGE (-1),0,6729,0.0,2.0132167,0
MAX DISCHARGE (-1),0,6730,0.0,2.6058333,0
MAX DISCHARGE (-1),0,6731,0.0,2.18435,0
MAX DISCHARGE (-1),0,6732,0.0,0.39473334,0
MAX DISCHARGE (-1),0,6733,0.0,0.31665,0
MAX DISCHARGE (-1),0,6734,0.0,0.43976668,0
MAX DISCHARGE (-1),0,6735,0.0,0.31865,0
MAX DISCHARGE (-1),0,6736,0.0,0.46506667,0
MAX DISCHARGE (-1),0,6737,0.0,1.1567333,0
MAX DISCHARGE (-1),0,6738,0.0,2.8062832,0
MAX DISCHARGE (-1),0,6739,0.0,1.0571667,0
MAX DISCHARGE (-1),0,6740,0.0,0.38584444,0
MAX DISCHARGE (-1),0,6741,0.0,0.37318334,0
MAX DISCHARGE (-1),0,6742,0.0,0.31028333,0
MAX DISCHARGE (-1),0,6743,0.0,0.37168333,0
MAX DISCHARGE (-1),0,6744,0.0,0.32748333,0
MAX DISCHARGE (-1),0,6745,0.0,0.3555,0
MAX DISCHARGE (-1),0,6746,0.0,0.25516668,0
MAX DISCHARGE (-1),0,6747,0.0,0.19750002,0
MAX DISCHARGE (-1),0,6748,0.0,0.8944833,0
MAX DISCHARGE (-1),0,6749,0.0,0.6421667,0
MAX DISCHARGE (-1),0,6750,0.0,0.37676665,0
MAX DISCHARGE (-1),0,6751,0.0,0.37016666,0
MAX DISCHARGE (-1),0,6752,0.0,0.43696666,0
MAX DISCHARGE (-1),0,6753,0.0,0.7235,0
MAX DISCHARGE (-1),0,6754,0.0,2.4455667,0
MAX DISCHARGE (-1),0,6755,0.0,2.71145,0
MAX DISCHARGE (-1),0,6756,0.0,1.2073166,0
MAX DISCHARGE (-1),0,6757,0.0,0.4723,0
MAX DISCHARGE (-1),0,6758,0.0,0.90085,0
MAX DISCHARGE (-1),0,6759,0.0,0.75056666,0
MAX DISCHARGE (-1),0,6760,0.0,0.93978333,0
MAX DISCHARGE (-1),0,6761,0.0,1.6960666,0
MAX DISCHARGE (-1),0,6762,0.0,3.0375834,0
MAX DISCHARGE (-1),0,6763,0.0,0.28078333,0
MAX DISCHARGE (-1),0,6764,0.0,0.40198332,0
MAX DISCHARGE (-1),0,6765,0.0,0.42761666,0
MAX DISCHARGE (-1),0,6766,0.0,0.35776666,0
MAX DISCHARGE (-1),0,6767,0.0,0.65746665,0
MAX DISCHARGE (-1),0,6768,0.0,0.48658332,0
MAX DISCHARGE (-1),0,6769,0.0,0.24468334,0
MAX DISCHARGE (-1),0,6770,0.0,0.31898335,0
MAX DISCHARGE (-1),0,6771,0.0,0.3933,0
MAX DISCHARGE (-1),0,6772,0.0,0.30706668,0
MAX DISCHARGE (-1),0,6773,0.0,0.45863333,0
MAX DISCHARGE (-1),0,6774,0.0,0.3913,0
MAX DISCHARGE (-1),0,6775,0.0,0.4351,0
MAX DISCHARGE (-1),0,6776,0.0,0.67191666,0
MAX DISCHARGE (-1),0,6777,0.0,1.0310667,0
MAX DISCHARGE (-1),0,6778,0.0,0.94806665,0
MAX DISCHARGE (-1),0,6779,0.0,0.8074333,0
MAX DISCHARGE (-1),0,6780,0.0,0.36121666,0
MAX DISCHARGE (-1),0,6781,0.0,0.40291667,0
MAX DISCHARGE (-1),0,6782,0.0,2.2492166,0
MAX DISCHARGE (-1),0,6783,0.0,1.0014666,0
MAX DISCHARGE (-1),0,6784,0.0,0.79815,0
MAX DISCHARGE (-1),0,6785,0.0,0.5463,0
MAX DISCHARGE (-1),0,6786,0.0,0.50563335,0
MAX DISCHARGE (-1),0,6787,0.0,0.64133334,0
MAX DISCHARGE (-1),0,6788,0.0,0.58071667,0
MAX DISCHARGE (-1),0,6789,0.0,0.6543,0
MAX DISCHARGE (-1),0,6790,0.0,0.5944833,0
MAX DISCHARGE (-1),0,6791,0.0,0.57306665,0
MAX DISCHARGE (-1),0,6792,0.0,0.65966666,0
MAX DISCHARGE (-1),0,6793,0.0,0.55971664,0
MAX DISCHARGE (-1),0,6794,0.0,0.6239833,0
MAX DISCHARGE (-1),0,6795,0.0,0.77205,0
MAX DISCHARGE (-1),0,6796,0.0,0.69051665,0
MAX DISCHARGE (-1),0,6797,0.0,0.55876666,0
MAX DISCHARGE (-1),0,6798,0.0,0.38706666,0
MAX DISCHARGE (-1),0,6799,0.0,0.35973334,0
MAX DISCHARGE (-1),0,6800,0.0,0.36893332,0
MAX DISCHARGE (-1),0,6801,0.0,2.01735,0
MAX DISCHARGE (-1),0,6802,0.0,2.78265,0
MAX DISCHARGE (-1),0,6803,0.0,2.6180665,0
MAX DISCHARGE (-1),0,6804,0.0,0.77391666,0
MAX DISCHARGE (-1),0,6805,0.0,0.32875,0
MAX DISCHARGE (-1),0,6806,0.0,0.43503332,0
MAX DISCHARGE (-1),0,6807,0.0,0.53455,0
MAX DISCHARGE (-1),0,6808,0.0,2.07415,0
MAX DISCHARGE (-1),0,6809,0.0,1.59955,0
MAX DISCHARGE (-1),0,6810,0.0,2.20845,0
MAX DISCHARGE (-1),0,6811,0.0,0.9228,0
MAX DISCHARGE (-1),0,6812,0.0,0.6267833,0
MAX DISCHARGE (-1),0,6813,0.0,0.44348332,0
MAX DISCHARGE (-1),0,6814,0.0,0.39368334,0
MAX DISCHARGE (-1),0,6815,0.0,0.43675834,0
MAX DISCHARGE (-1),0,6816,0.0,0.41825,0
MAX DISCHARGE (-1),0,6817,0.0,0.37021667,0
MAX DISCHARGE (-1),0,6818,0.0,0.39146668,0
MAX DISCHARGE (-1),0,6819,0.0,1.2345,0
MAX DISCHARGE (-1),0,6820,0.0,1.1665334,0
MAX DISCHARGE (-1),0,6821,0.0,0.81285,0
MAX DISCHARGE (-1),0,6822,0.0,0.5337667,0
MAX DISCHARGE (-1),0,6823,0.0,0.36445,0
MAX DISCHARGE (-1),0,6824,0.0,0.38328335,0
MAX DISCHARGE (-1),0,6825,0.0,2.0100667,0
MAX DISCHARGE (-1),0,6826,0.0,2.5688167,0
MAX DISCHARGE (-1),0,6827,0.0,2.1324666,0
MAX DISCHARGE (-1),0,6828,0.0,0.39006665,0
MAX DISCHARGE (-1),0,6829,0.0,0.40133333,0
MAX DISCHARGE (-1),0,6830,0.0,0.37263334,0
MAX DISCHARGE (-1),0,6831,0.0,0.8138,0
MAX DISCHARGE (-1),0,6832,0.0,1.6038834,0
MAX DISCHARGE (-1),0,6833,0.0,0.9837833,0
MAX DISCHARGE (-1),0,6834,0.0,0.703,0
MAX DISCHARGE (-1),0,6835,0.0,2.5451667,0
MAX DISCHARGE (-1),0,6836,0.0,1.0438334,0
MAX DISCHARGE (-1),0,6837,0.0,3.0855167,0
MAX DISCHARGE (-1),0,6838,0.0,0.71741664,0
MAX DISCHARGE (-1),0,6839,0.0,1.0692333,0
MAX DISCHARGE (-1),0,6840,0.0,0.55035,0
MAX DISCHARGE (-1),0,6841,0.0,0.6073167,0
MAX DISCHARGE (-1),0,6842,0.0,0.61225,0
MAX DISCHARGE (-1),0,6843,0.0,0.6885167,0
MAX DISCHARGE (-1),0,6844,0.0,0.8968167,0
MAX DISCHARGE (-1),0,6845,0.0,0.8874,0
MAX DISCHARGE (-1),0,6846,0.0,0.44606668,0
MAX DISCHARGE (-1),0,6847,0.0,0.36455,0
MAX DISCHARGE (-1),0,6848,0.0,0.5203,0
MAX DISCHARGE (-1),0,6849,0.0,2.2979834,0
MAX DISCHARGE (-1),0,6850,0.0,2.6696167,0
MAX DISCHARGE (-1),0,6851,0.0,2.1507833,0
MAX DISCHARGE (-1),0,6852,0.0,0.5808667,0
MAX DISCHARGE (-1),0,6853,0.0,0.8196833,0
MAX DISCHARGE (-1),0,6854,0.0,0.66205,0
MAX DISCHARGE (-1),0,6855,0.0,0.43345,0
MAX DISCHARGE (-1),0,6856,0.0,0.76121664,0
MAX DISCHARGE (-1),0,6857,0.0,0.88851666,0
MAX DISCHARGE (-1),0,6858,0.0,0.6881667,0
MAX DISCHARGE (-1),0,6859,0.0,0.33895004,0
MAX DISCHARGE (-1),0,6860,0.0,0.59868336,0
MAX DISCHARGE (-1),0,6861,0.0,0.46758333,0
MAX DISCHARGE (-1),0,6862,0.0,0.33903334,0
MAX DISCHARGE (-1),0,6863,0.0,0.46999165,0
MAX DISCHARGE (-1),0,6864,0.0,0.3428,0
MAX DISCHARGE (-1),0,6865,0.0,0.48643333,0
MAX DISCHARGE (-1),0,6866,0.0,0.35716668,0
MAX DISCHARGE (-1),0,6867,0.0,0.45291665,0
MAX DISCHARGE (-1),0,6868,0.0,0.61621666,0
MAX DISCHARGE (-1),0,6869,0.0,0.7087167,0
MAX DISCHARGE (-1),0,6870,0.0,1.0682666,0
MAX DISCHARGE (-1),0,6871,0.0,0.6874833,0
MAX DISCHARGE (-1),0,6872,0.0,0.36576667,0
MAX DISCHARGE (-1),0,6873,0.0,2.1144834,0
MAX DISCHARGE (-1),0,6874,0.0,2.5531666,0
MAX DISCHARGE (-1),0,6875,0.0,1.9727666,0
MAX DISCHARGE (-1),0,6876,0.0,0.35228333,0
MAX DISCHARGE (-1),0,6877,0.0,0.34165,0
MAX DISCHARGE (-1),0,6878,0.0,0.38853332,0
MAX DISCHARGE (-1),0,6879,0.0,0.36173335,0
MAX DISCHARGE (-1),0,6880,0.0,0.37193334,0
MAX DISCHARGE (-1),0,6881,0.0,1.2979167,0
MAX DISCHARGE (-1),0,6882,0.0,1.5152833,0
MAX DISCHARGE (-1),0,6883,0.0,0.71973336,0
MAX DISCHARGE (-1),0,6884,0.0,0.2633,0
MAX DISCHARGE (-1),0,6885,0.0,0.33478335,0
MAX DISCHARGE (-1),0,6886,0.0,0.30641666,0
MAX DISCHARGE (-1),0,6887,0.0,0.30726665,0
MAX DISCHARGE (-1),0,6888,0.0,0.30438334,0
MAX DISCHARGE (-1),0,6889,0.0,0.2923,0
MAX DISCHARGE (-1),0,6890,0.0,0.30178332,0
MAX DISCHARGE (-1),0,6891,0.0,0.2326,0
MAX DISCHARGE (-1),0,6892,0.0,0.40988332,0
MAX DISCHARGE (-1),0,6893,0.0,0.7002667,0
MAX DISCHARGE (-1),0,6894,0.0,0.36303332,0
MAX DISCHARGE (-1),0,6895,0.0,0.34718335,0
MAX DISCHARGE (-1),0,6896,0.0,0.34245,0
MAX DISCHARGE (-1),0,6897,0.0,0.46923333,0
MAX DISCHARGE (-1),0,6898,0.0,0.64676666,0
MAX DISCHARGE (-1),0,6899,0.0,1.04895,0
MAX DISCHARGE (-1),0,6900,0.0,0.4094334,0
MAX DISCHARGE (-1),0,6901,0.0,0.45436665,0
MAX DISCHARGE (-1),0,6902,0.0,0.78495,0
MAX DISCHARGE (-1),0,6903,0.0,0.6209667,0
MAX DISCHARGE (-1),0,6904,0.0,1.2534,0
MAX DISCHARGE (-1),0,6905,0.0,1.7278167,0
MAX DISCHARGE (-1),0,6906,0.0,3.5823834,0
MAX DISCHARGE (-1),0,6907,0.0,0.5534667,0
MAX DISCHARGE (-1),0,6908,0.0,0.8357,0
MAX DISCHARGE (-1),0,6909,0.0,0.5524667,0
MAX DISCHARGE (-1),0,6910,0.0,0.46636668,0
MAX DISCHARGE (-1),0,6911,0.0,0.52075833,0
MAX DISCHARGE (-1),0,6912,0.0,0.4967,0
MAX DISCHARGE (-1),0,6913,0.0,0.4838,0
MAX DISCHARGE (-1),0,6914,0.0,0.7604833,0
MAX DISCHARGE (-1),0,6915,0.0,1.67345,0
MAX DISCHARGE (-1),0,6916,0.0,0.86938334,0
MAX DISCHARGE (-1),0,6917,0.0,0.7359167,0
MAX DISCHARGE (-1),0,6918,0.0,0.456,0
MAX DISCHARGE (-1),0,6919,0.0,0.37761667,0
MAX DISCHARGE (-1),0,6920,0.0,0.3639,0
MAX DISCHARGE (-1),0,6921,0.0,0.38655,0
MAX DISCHARGE (-1),0,6922,0.0,0.7679167,0
MAX DISCHARGE (-1),0,6923,0.0,1.34735,0
MAX DISCHARGE (-1),0,6924,0.0,0.47238335,0
MAX DISCHARGE (-1),0,6925,0.0,0.32836667,0
MAX DISCHARGE (-1),0,6926,0.0,0.38855,0
MAX DISCHARGE (-1),0,6927,0.0,0.5084,0
MAX DISCHARGE (-1),0,6928,0.0,1.0417167,0
MAX DISCHARGE (-1),0,6929,0.0,3.6568666,0
MAX DISCHARGE (-1),0,6930,0.0,2.4804666,0
MAX DISCHARGE (-1),0,6931,0.0,0.70105,0
MAX DISCHARGE (-1),0,6932,0.0,1.5127333,0
MAX DISCHARGE (-1),0,6933,0.0,0.643,0
MAX DISCHARGE (-1),0,6934,0.0,0.6365833,0
MAX DISCHARGE (-1),0,6935,0.0,0.6422333,0
MAX DISCHARGE (-1),0,6936,0.0,0.5887333,0
MAX DISCHARGE (-1),0,6937,0.0,0.67326665,0
MAX DISCHARGE (-1),0,6938,0.0,0.70115,0
MAX DISCHARGE (-1),0,6939,0.0,1.1418834,0
MAX DISCHARGE (-1),0,6940,0.0,0.83665,0
MAX DISCHARGE (-1),0,6941,0.0,0.6458167,0
MAX DISCHARGE (-1),0,6942,0.0,0.35096666,0
MAX DISCHARGE (-1),0,6943,0.0,0.33798334,0
MAX DISCHARGE (-1),0,6944,0.0,0.3815,0
MAX DISCHARGE (-1),0,6945,0.0,0.3078,0
MAX DISCHARGE (-1),0,6946,0.0,0.36561668,0
MAX DISCHARGE (-1),0,6947,0.0,0.31981668,0
MAX DISCHARGE (-1),0,6948,0.0,0.39341667,0
MAX DISCHARGE (-1),0,6949,0.0,1.56645,0
MAX DISCHARGE (-1),0,6950,0.0,7.3473835,0
MAX DISCHARGE (-1),0,6951,0.0,1.5700834,0
MAX DISCHARGE (-1),0,6952,0.0,0.9985,0
MAX DISCHARGE (-1),0,6953,0.0,0.607,0
MAX DISCHARGE (-1),0,6954,0.0,0.69128335,0
MAX DISCHARGE (-1),0,6955,0.0,0.9497167,0
MAX DISCHARGE (-1),0,6956,0.0,2.4337666,0
MAX DISCHARGE (-1),0,6957,0.0,1.0013334,0
MAX DISCHARGE (-1),0,6958,0.0,0.8085167,0
MAX DISCHARGE (-1),0,6959,0.0,0.5667833,0
MAX DISCHARGE (-1),0,6960,0.0,0.59676665,0
MAX DISCHARGE (-1),0,6961,0.0,0.54756665,0
MAX DISCHARGE (-1),0,6962,0.0,0.7018,0
MAX DISCHARGE (-1),0,6963,0.0,0.7247667,0
MAX DISCHARGE (-1),0,6964,0.0,0.90776664,0
MAX DISCHARGE (-1),0,6965,0.0,0.9024,0
MAX DISCHARGE (-1),0,6966,0.0,0.7757889,0
MAX DISCHARGE (-1),0,6967,0.0,0.5065,0
MAX DISCHARGE (-1),0,6968,0.0,0.5309333,0
MAX DISCHARGE (-1),0,6969,0.0,2.5122166,0
MAX DISCHARGE (-1),0,6970,0.0,3.0860834,0
MAX DISCHARGE (-1),0,6971,0.0,2.9775,0
MAX DISCHARGE (-1),0,6972,0.0,0.7801667,0
MAX DISCHARGE (-1),0,6973,0.0,0.90536666,0
MAX DISCHARGE (-1),0,6974,0.0,0.5635833,0
MAX DISCHARGE (-1),0,6975,0.0,0.4127,0
MAX DISCHARGE (-1),0,6976,0.0,0.40888333,0
MAX DISCHARGE (-1),0,6977,0.0,0.41175,0
MAX DISCHARGE (-1),0,6978,0.0,0.6751,0
MAX DISCHARGE (-1),0,6979,0.0,0.31113333,0
MAX DISCHARGE (-1),0,6980,0.0,0.32073334,0
MAX DISCHARGE (-1),0,6981,0.0,0.3394,0
MAX DISCHARGE (-1),0,6982,0.0,0.34261668,0
MAX DISCHARGE (-1),0,6983,0.0,0.32836667,0
MAX DISCHARGE (-1),0,6984,0.0,0.31736666,0
MAX DISCHARGE (-1),0,6985,0.0,0.30771667,0
MAX DISCHARGE (-1),0,6986,0.0,0.3083,0
MAX DISCHARGE (-1),0,6987,0.0,0.5988167,0
MAX DISCHARGE (-1),0,6988,0.0,0.24763335,0
MAX DISCHARGE (-1),0,6989,0.0,0.18526672,0
MAX DISCHARGE (-1),0,6990,0.0,0.42626667,0
MAX DISCHARGE (-1),0,6991,0.0,0.38875,0
MAX DISCHARGE (-1),0,6992,0.0,0.36116666,0
MAX DISCHARGE (-1),0,6993,0.0,2.2043333,0
MAX DISCHARGE (-1),0,6994,0.0,2.8526165,0
MAX DISCHARGE (-1),0,6995,0.0,2.1249833,0
MAX DISCHARGE (-1),0,6996,0.0,0.36755,0
MAX DISCHARGE (-1),0,6997,0.0,0.33516666,0
MAX DISCHARGE (-1),0,6998,0.0,0.34083334,0
MAX DISCHARGE (-1),0,6999,0.0,0.3148,0
MAX DISCHARGE (-1),0,7000,0.0,2.2019,0
MAX DISCHARGE (-1),0,7001,0.0,1.17355,0
MAX DISCHARGE (-1),0,7002,0.0,3.95215,0
MAX DISCHARGE (-1),0,7003,0.0,1.7329334,0
MAX DISCHARGE (-1),0,7004,0.0,1.3374333,0
MAX DISCHARGE (-1),0,7005,0.0,0.36855,0
MAX DISCHARGE (-1),0,7006,0.0,2.7727334,0
MAX DISCHARGE (-1),0,7007,0.0,1.5644417,0
MAX DISCHARGE (-1),0,7008,0.0,0.58126664,0
MAX DISCHARGE (-1),0,7009,0.0,0.5905333,0
MAX DISCHARGE (-1),0,7010,0.0,0.6174667,0
MAX DISCHARGE (-1),0,7011,0.0,0.54013336,0
MAX DISCHARGE (-1),0,7012,0.0,0.6633667,0
MAX DISCHARGE (-1),0,7013,0.0,0.94046664,0
MAX DISCHARGE (-1),0,7014,0.0,1.2184666,0
MAX DISCHARGE (-1),0,7015,0.0,1.3371167,0
MAX DISCHARGE (-1),0,7016,0.0,0.75876665,0
MAX DISCHARGE (-1),0,7017,0.0,2.2741833,0
MAX DISCHARGE (-1),0,7018,0.0,3.0202832,0
MAX DISCHARGE (-1),0,7019,0.0,3.0372167,0
